$CL|META|providers=cloud|sources=|records=1053
$CL|REC|t=1770000000000|msg=START RequestId: 196a221f-ccf1-4231-9769-f0e4e8b5db42 Version: $LATEST
$CL|REC|t=1770000000100|msg=[2026-06-05 01:01:00,100] INFO: 下载 S3 -> 本地: s3://sample-batch-processor/input/orders-2026-06-04.csv  ->  /tmp/orders-2026-06-04.csv
$CL|REC|t=1770000000300|msg=[2026-06-05 01:01:00,300] INFO: 校验 CSV 表头 expected=12 actual=12 status=ok
$CL|REC|t=1770000000500|msg=[2026-06-05 01:01:00,500] INFO: 推断 schema: [order_id:str, customer_id:str, sku:str, qty:int, unit_price:decimal, currency:str, region:str, channel:str, status:str, created_at:ts, updated_at:ts, notes:str]
$CL|REC|t=1770000000600|msg=[2026-06-05 01:01:00,600] INFO: 启动批处理进程：python etl_worker.py --input /tmp/orders-2026-06-04.csv --output-prefix s3://sample-batch-processor/parquet/orders/2026-06-05/ --target-format parquet --compression snappy --partition-by region --target-file-size 134217728 --max-concurrency 8 --batch-size 5000 --request-timeout 60 --log-level INFO --db-host db-primary.example.local --db-port 3306 --db-name sample_app --db-user app --db-pass REDACTED --on-conflict overwrite --manifest /tmp/orders-2026-06-04.csv.manifest.json
$CL|REC|t=1770000000800|msg=[2026-06-05 01:01:00,800] INFO: [worker stdout] [2026-06-05 01:01:00,800] INFO: 共加载 1024 个 batch，shards: ['shard-0', 'shard-1', 'shard-2', 'shard-3']
$CL|REC|t=1770000010000|msg=[2026-06-05 01:01:20,000] INFO: [worker stdout] [2026-06-05 01:01:20,000] INFO: [进度] 1/1024 | shard=shard-0 | partition=region=EU
$CL|REC|t=1770000193000|msg=[2026-06-05 01:01:26,3000] INFO: [worker stdout] [2026-06-05 01:01:26,3000] INFO: [进度] 784/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000193050|msg=[2026-06-05 01:01:27,2050] INFO: [worker stdout] [2026-06-05 01:01:27,2050] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00015.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000193200|msg=[2026-06-05 01:01:26,3200] INFO: [worker stdout] [2026-06-05 01:01:26,3200] INFO: [进度] 785/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000193250|msg=[2026-06-05 01:01:27,2250] INFO: [worker stdout] [2026-06-05 01:01:27,2250] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00016.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000193400|msg=[2026-06-05 01:01:26,3400] INFO: [worker stdout] [2026-06-05 01:01:26,3400] INFO: [进度] 786/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000193450|msg=[2026-06-05 01:01:27,2450] INFO: [worker stdout] [2026-06-05 01:01:27,2450] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00017.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000193600|msg=[2026-06-05 01:01:26,3600] INFO: [worker stdout] [2026-06-05 01:01:26,3600] INFO: [进度] 787/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000193650|msg=[2026-06-05 01:01:27,2650] INFO: [worker stdout] [2026-06-05 01:01:27,2650] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00018.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000193800|msg=[2026-06-05 01:01:26,3800] INFO: [worker stdout] [2026-06-05 01:01:26,3800] INFO: [进度] 788/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000193850|msg=[2026-06-05 01:01:27,2850] INFO: [worker stdout] [2026-06-05 01:01:27,2850] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00019.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000194000|msg=[2026-06-05 01:01:26,4000] INFO: [worker stdout] [2026-06-05 01:01:26,4000] INFO: [进度] 789/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000194050|msg=[2026-06-05 01:01:27,3050] INFO: [worker stdout] [2026-06-05 01:01:27,3050] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00020.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000194200|msg=[2026-06-05 01:01:26,4200] INFO: [worker stdout] [2026-06-05 01:01:26,4200] INFO: [进度] 790/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000194250|msg=[2026-06-05 01:01:27,3250] INFO: [worker stdout] [2026-06-05 01:01:27,3250] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00021.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000194400|msg=[2026-06-05 01:01:26,4400] INFO: [worker stdout] [2026-06-05 01:01:26,4400] INFO: [进度] 791/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000194450|msg=[2026-06-05 01:01:27,3450] INFO: [worker stdout] [2026-06-05 01:01:27,3450] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00022.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000194600|msg=[2026-06-05 01:01:26,4600] INFO: [worker stdout] [2026-06-05 01:01:26,4600] INFO: [进度] 792/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000194650|msg=[2026-06-05 01:01:27,3650] INFO: [worker stdout] [2026-06-05 01:01:27,3650] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00023.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000194800|msg=[2026-06-05 01:01:26,4800] INFO: [worker stdout] [2026-06-05 01:01:26,4800] INFO: [进度] 793/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000194850|msg=[2026-06-05 01:01:27,3850] INFO: [worker stdout] [2026-06-05 01:01:27,3850] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00024.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000195000|msg=[2026-06-05 01:01:26,5000] INFO: [worker stdout] [2026-06-05 01:01:26,5000] INFO: [进度] 794/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000195050|msg=[2026-06-05 01:01:27,4050] INFO: [worker stdout] [2026-06-05 01:01:27,4050] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00025.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000195200|msg=[2026-06-05 01:01:26,5200] INFO: [worker stdout] [2026-06-05 01:01:26,5200] INFO: [进度] 795/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000195250|msg=[2026-06-05 01:01:27,4250] INFO: [worker stdout] [2026-06-05 01:01:27,4250] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00026.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000195400|msg=[2026-06-05 01:01:26,5400] INFO: [worker stdout] [2026-06-05 01:01:26,5400] INFO: [进度] 796/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000195450|msg=[2026-06-05 01:01:27,4450] INFO: [worker stdout] [2026-06-05 01:01:27,4450] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00027.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000195600|msg=[2026-06-05 01:01:26,5600] INFO: [worker stdout] [2026-06-05 01:01:26,5600] INFO: [进度] 797/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000195650|msg=[2026-06-05 01:01:27,4650] INFO: [worker stdout] [2026-06-05 01:01:27,4650] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00028.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000195800|msg=[2026-06-05 01:01:26,5800] INFO: [worker stdout] [2026-06-05 01:01:26,5800] INFO: [进度] 798/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000195850|msg=[2026-06-05 01:01:27,4850] INFO: [worker stdout] [2026-06-05 01:01:27,4850] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00029.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000196000|msg=[2026-06-05 01:01:26,6000] INFO: [worker stdout] [2026-06-05 01:01:26,6000] INFO: [进度] 799/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000196050|msg=[2026-06-05 01:01:27,5050] INFO: [worker stdout] [2026-06-05 01:01:27,5050] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00030.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000196200|msg=[2026-06-05 01:01:26,6200] INFO: [worker stdout] [2026-06-05 01:01:26,6200] INFO: [进度] 800/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000196250|msg=[2026-06-05 01:01:27,5250] INFO: [worker stdout] [2026-06-05 01:01:27,5250] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00031.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000196400|msg=[2026-06-05 01:01:26,6400] INFO: [worker stdout] [2026-06-05 01:01:26,6400] INFO: [进度] 801/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000196450|msg=[2026-06-05 01:01:27,5450] INFO: [worker stdout] [2026-06-05 01:01:27,5450] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00032.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000196600|msg=[2026-06-05 01:01:26,6600] INFO: [worker stdout] [2026-06-05 01:01:26,6600] INFO: [进度] 802/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000196650|msg=[2026-06-05 01:01:27,5650] INFO: [worker stdout] [2026-06-05 01:01:27,5650] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00033.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000196800|msg=[2026-06-05 01:01:26,6800] INFO: [worker stdout] [2026-06-05 01:01:26,6800] INFO: [进度] 803/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000196850|msg=[2026-06-05 01:01:27,5850] INFO: [worker stdout] [2026-06-05 01:01:27,5850] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00034.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000197000|msg=[2026-06-05 01:01:26,7000] INFO: [worker stdout] [2026-06-05 01:01:26,7000] INFO: [进度] 804/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000197050|msg=[2026-06-05 01:01:27,6050] INFO: [worker stdout] [2026-06-05 01:01:27,6050] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00035.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000197200|msg=[2026-06-05 01:01:26,7200] INFO: [worker stdout] [2026-06-05 01:01:26,7200] INFO: [进度] 805/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000197250|msg=[2026-06-05 01:01:27,6250] INFO: [worker stdout] [2026-06-05 01:01:27,6250] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00036.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000197400|msg=[2026-06-05 01:01:26,7400] INFO: [worker stdout] [2026-06-05 01:01:26,7400] INFO: [进度] 806/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000197450|msg=[2026-06-05 01:01:27,6450] INFO: [worker stdout] [2026-06-05 01:01:27,6450] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00037.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000197600|msg=[2026-06-05 01:01:26,7600] INFO: [worker stdout] [2026-06-05 01:01:26,7600] INFO: [进度] 807/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000197650|msg=[2026-06-05 01:01:27,6650] INFO: [worker stdout] [2026-06-05 01:01:27,6650] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00038.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000197800|msg=[2026-06-05 01:01:26,7800] INFO: [worker stdout] [2026-06-05 01:01:26,7800] INFO: [进度] 808/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000197850|msg=[2026-06-05 01:01:27,6850] INFO: [worker stdout] [2026-06-05 01:01:27,6850] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00039.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000198000|msg=[2026-06-05 01:01:26,8000] INFO: [worker stdout] [2026-06-05 01:01:26,8000] INFO: [进度] 809/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000198050|msg=[2026-06-05 01:01:27,7050] INFO: [worker stdout] [2026-06-05 01:01:27,7050] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00040.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000198200|msg=[2026-06-05 01:01:26,8200] INFO: [worker stdout] [2026-06-05 01:01:26,8200] INFO: [进度] 810/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000198250|msg=[2026-06-05 01:01:27,7250] INFO: [worker stdout] [2026-06-05 01:01:27,7250] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00041.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000198400|msg=[2026-06-05 01:01:26,8400] INFO: [worker stdout] [2026-06-05 01:01:26,8400] INFO: [进度] 811/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000198450|msg=[2026-06-05 01:01:27,7450] INFO: [worker stdout] [2026-06-05 01:01:27,7450] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00042.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000198600|msg=[2026-06-05 01:01:26,8600] INFO: [worker stdout] [2026-06-05 01:01:26,8600] INFO: [进度] 812/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000198650|msg=[2026-06-05 01:01:27,7650] INFO: [worker stdout] [2026-06-05 01:01:27,7650] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00043.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000198800|msg=[2026-06-05 01:01:26,8800] INFO: [worker stdout] [2026-06-05 01:01:26,8800] INFO: [进度] 813/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000198850|msg=[2026-06-05 01:01:27,7850] INFO: [worker stdout] [2026-06-05 01:01:27,7850] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00044.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000199000|msg=[2026-06-05 01:01:26,9000] INFO: [worker stdout] [2026-06-05 01:01:26,9000] INFO: [进度] 814/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000199050|msg=[2026-06-05 01:01:27,8050] INFO: [worker stdout] [2026-06-05 01:01:27,8050] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00045.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000199200|msg=[2026-06-05 01:01:26,9200] INFO: [worker stdout] [2026-06-05 01:01:26,9200] INFO: [进度] 815/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000199250|msg=[2026-06-05 01:01:27,8250] INFO: [worker stdout] [2026-06-05 01:01:27,8250] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00046.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000199400|msg=[2026-06-05 01:01:26,9400] INFO: [worker stdout] [2026-06-05 01:01:26,9400] INFO: [进度] 816/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000199450|msg=[2026-06-05 01:01:27,8450] INFO: [worker stdout] [2026-06-05 01:01:27,8450] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00047.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000199600|msg=[2026-06-05 01:01:26,9600] INFO: [worker stdout] [2026-06-05 01:01:26,9600] INFO: [进度] 817/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000199650|msg=[2026-06-05 01:01:27,8650] INFO: [worker stdout] [2026-06-05 01:01:27,8650] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00048.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000199800|msg=[2026-06-05 01:01:26,9800] INFO: [worker stdout] [2026-06-05 01:01:26,9800] INFO: [进度] 818/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000199850|msg=[2026-06-05 01:01:27,8850] INFO: [worker stdout] [2026-06-05 01:01:27,8850] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00049.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000200000|msg=[2026-06-05 01:01:26,10000] INFO: [worker stdout] [2026-06-05 01:01:26,10000] INFO: [进度] 819/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000200050|msg=[2026-06-05 01:01:27,9050] INFO: [worker stdout] [2026-06-05 01:01:27,9050] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00050.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000200200|msg=[2026-06-05 01:01:26,10200] INFO: [worker stdout] [2026-06-05 01:01:26,10200] INFO: [进度] 820/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000200250|msg=[2026-06-05 01:01:27,9250] INFO: [worker stdout] [2026-06-05 01:01:27,9250] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00051.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000200400|msg=[2026-06-05 01:01:26,10400] INFO: [worker stdout] [2026-06-05 01:01:26,10400] INFO: [进度] 821/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000200450|msg=[2026-06-05 01:01:27,9450] INFO: [worker stdout] [2026-06-05 01:01:27,9450] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00052.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000200600|msg=[2026-06-05 01:01:26,10600] INFO: [worker stdout] [2026-06-05 01:01:26,10600] INFO: [进度] 822/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000200650|msg=[2026-06-05 01:01:27,9650] INFO: [worker stdout] [2026-06-05 01:01:27,9650] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00053.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000200800|msg=[2026-06-05 01:01:26,10800] INFO: [worker stdout] [2026-06-05 01:01:26,10800] INFO: [进度] 823/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000200850|msg=[2026-06-05 01:01:27,9850] INFO: [worker stdout] [2026-06-05 01:01:27,9850] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00054.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000201000|msg=[2026-06-05 01:01:26,11000] INFO: [worker stdout] [2026-06-05 01:01:26,11000] INFO: [进度] 824/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000201050|msg=[2026-06-05 01:01:27,10050] INFO: [worker stdout] [2026-06-05 01:01:27,10050] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00055.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000201200|msg=[2026-06-05 01:01:26,11200] INFO: [worker stdout] [2026-06-05 01:01:26,11200] INFO: [进度] 825/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000201250|msg=[2026-06-05 01:01:27,10250] INFO: [worker stdout] [2026-06-05 01:01:27,10250] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00056.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000201400|msg=[2026-06-05 01:01:26,11400] INFO: [worker stdout] [2026-06-05 01:01:26,11400] INFO: [进度] 826/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000201450|msg=[2026-06-05 01:01:27,10450] INFO: [worker stdout] [2026-06-05 01:01:27,10450] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00057.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000201600|msg=[2026-06-05 01:01:26,11600] INFO: [worker stdout] [2026-06-05 01:01:26,11600] INFO: [进度] 827/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000201650|msg=[2026-06-05 01:01:27,10650] INFO: [worker stdout] [2026-06-05 01:01:27,10650] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00058.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000201800|msg=[2026-06-05 01:01:26,11800] INFO: [worker stdout] [2026-06-05 01:01:26,11800] INFO: [进度] 828/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000201850|msg=[2026-06-05 01:01:27,10850] INFO: [worker stdout] [2026-06-05 01:01:27,10850] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00059.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000202000|msg=[2026-06-05 01:01:26,12000] INFO: [worker stdout] [2026-06-05 01:01:26,12000] INFO: [进度] 829/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000202050|msg=[2026-06-05 01:01:27,11050] INFO: [worker stdout] [2026-06-05 01:01:27,11050] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00060.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000202200|msg=[2026-06-05 01:01:26,12200] INFO: [worker stdout] [2026-06-05 01:01:26,12200] INFO: [进度] 830/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000202250|msg=[2026-06-05 01:01:27,11250] INFO: [worker stdout] [2026-06-05 01:01:27,11250] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00061.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000202400|msg=[2026-06-05 01:01:26,12400] INFO: [worker stdout] [2026-06-05 01:01:26,12400] INFO: [进度] 831/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000202450|msg=[2026-06-05 01:01:27,11450] INFO: [worker stdout] [2026-06-05 01:01:27,11450] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00062.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000202600|msg=[2026-06-05 01:01:26,12600] INFO: [worker stdout] [2026-06-05 01:01:26,12600] INFO: [进度] 832/1024 | shard=shard-3 | partition=region=LATAM
$CL|REC|t=1770000202650|msg=[2026-06-05 01:01:27,11650] INFO: [worker stdout] [2026-06-05 01:01:27,11650] INFO: 写出 batch | shard=shard-3 | rows=5000 | bytes=4194304 | path=s3://sample-batch-processor/parquet/orders/2026-06-05/region=latam/part-00063.snappy.parquet | engine=pyarrow
$CL|REC|t=1770000230000|msg=[2026-06-05 01:04:11,000] INFO: 心跳检查 (checkpoint 1/4) processed=256 failed=0 throughput=42.7 batch/s
$CL|REC|t=1770000260000|msg=[2026-06-05 01:04:12,000] INFO: 心跳检查 (checkpoint 2/4) processed=768 failed=0 throughput=42.7 batch/s
$CL|REC|t=1770000290000|msg=[2026-06-05 01:04:13,000] INFO: 心跳检查 (checkpoint 3/4) processed=1280 failed=0 throughput=42.7 batch/s
$CL|REC|t=1770000320000|msg=[2026-06-05 01:04:14,000] INFO: 心跳检查 (checkpoint 4/4) processed=1792 failed=0 throughput=42.7 batch/s
$CL|REC|t=1770000400000|msg=[2026-06-05 01:06:40,000] INFO: 批处理完成 summary=batches=1024 rows=5120000 failed=0 elapsed=335000ms
$CL|REC|t=1770000400500|msg=END RequestId: 196a221f-ccf1-4231-9769-f0e4e8b5db42
$CL|REC|t=1770000400500|msg=REPORT RequestId: 196a221f-ccf1-4231-9769-f0e4e8b5db42 Duration: 335312.50 ms Billed Duration: 336000 ms Memory Size: 1024 MB Max Memory Used: 612 MB Init Duration: 1320.41 ms
